canonical_name,level,parent,aliases
Abaar Hotel Apartment,subcommunity,"Dubai Investment Park (DIP), Dubai","abaar, abaar hotel, abaar apt, abaar apts, abaar hotel apts, abaar dip, dip abaar, abaar dubai investment park, abaar hotl, abaar apart, abaar htl, abaar htl apt, abaar dip 1, abaar dip 2, abar hotel, abaar apartments, abbar hotel, abaarhotel, abaarhotelapt, abaarhotelapts"
Abbey Crescent,subcommunity,"Motor City, Dubai","abbey cres, abbey cresent, abbey cresc, abbey crscnt, abbeycrescent, abbeycres, motor city abbey, motorcity abbey, abbey motor city, abby crescent, abby cres, abbey crescent motor city, abbeycrescentmotorcity, abey crescent, abey cres, abbey crst"
Abidos Hotel Apartment,subcommunity,"Dubai Land, Dubai","abidos, abidos hotel, abidos dubailand, abidos dlc, abidos dl, abidos apts, abidos apt, abidos hotel apts, abidos dubailand hotel, abidos dubailand apts, abidos hotel apartments, abidos hotl, abidos htl, abidos apts dubailand, abidos hotel apt, abidosdubailand, abidoshotel, abidoshotelapartments, abidoshtl, abidoss, abidous, abidosdubaialnd"
Abjar Tower,subcommunity,"Jumeirah Village Circle, Dubai","abjar, abjar jvc, jvc abjar, abjar twr, abjartower, abjar tower jvc, abjar twr jvc, abjartwr, abjar t, ajbar, abjar jvc tower"
Abu Baker Al Siddique Road,subcommunity,"Deira, Dubai","abubaker, abubaker road, abu baker, abu baker rd, abubakr, abubaker al siddique, abubakr al siddique, abubakr road, abubakar, abubaker street, deira abubaker, abubaker deira, abubakr deira, abubaker al siddeeq, abubakr al siddeeq, abubakeralsiddique, abubakeralisiddique, abubakerrd, abubakrrd, abubakar road"
Abu Dhabi Airport Logistics Park,subcommunity,"Airport Road, Abu Dhabi","adlp, abudhabi airport logistics, ad airport logistics, alp, adlp abu dhabi, airport road logistics, adlp park, ad airport logistics park, abudhabi airport logistics park, adlpark, adlogistics, adl p, adl park, abudhabi logistics park, ad airport log park, adlpabudhabi, adlppark, airport logistics ad, ad airport log, ad lp"
Abu Dhabi Business Hub,subcommunity,"Mussafah, Abu Dhabi","adbh, abudhabibusinesshub, mussafahbh, mussafahbusinesshub, mussafahbusines, abudhabibusines, adbusinesshub, musaffahbh, musaffahbusinesshub, adbhub, abudhabihub, mussafahhub, busineshub, adbusineshub"
Abu Dhabi Golf Club,subcommunity,"Sas Al Nakheel, Abu Dhabi","adgc, abudhabigolf, ad golf club, adgc golf, sas al nakheel golf, golf club sas al nakheel, san golf, ad golf, abudhabigolfclub, adgclub, sas al nakheel adgc, ad golfclub, abudhabi golf, adg golf, golf club ad, san golf club, adgc sas al nakheel"
Abu Dhabi Marina,subcommunity,"Al Bateen, Abu Dhabi","ad marina, marina ad, abudhabi marina, al bateen marina, marina bateen, bateen marina, admarina, marinaad, abm, adm, al baten marina, abu dhabi mariner, marina abu dhabi"
Abu Dhabi Plaza Tower,subcommunity,"Al Najda Street, Abu Dhabi","ad plaza, ad plaza tower, abudhabi plaza, abudhabi plaza tower, alnajda plaza, najda plaza, ad plaza t-wr, adplazatower, adplazatwr, abu dhabi plaza, ad plaza st, najda plaza tower, ad plaza abu dhabi, ad plaza al najda, ad plaza t, plaza tower ad, ad plaza twr, alnajda plaza tower"
Abu Dhabi Trade Towers,subcommunity,"Tourist Club Area, Abu Dhabi","ad trade towers, trade towers ad, adtt, ttad, tourist club towers, tca towers, trade tower ad, ad tradetowers, adtradetowers, tradetowersad, trade tower abu dhabi, ad trade tower, trade twrs ad, tourist club trade towers"
Abu Dhabi Unversity Tower,subcommunity,"Muroor Area, Abu Dhabi","adu tower, adu, abu dhabi uni tower, abu dhabi uni, adutower, adu muroor, muroor adu, adu university, adu uni tower, adu uni, adutwr, abu dhabi university tower, adu muroor area, adu tower muroor, muroor adu tower, adu uni twr, adu unitower, aduuni"
Abu Hail,subcommunity,"Deira, Dubai","abuhail, abhail, abu hail deira, deira abu hail, abu hail area, abuhail deira, abuhail area, abuhael, abu hael, abhail deira, abuhail community"
Abu Jemeza Building 3,subcommunity,"Al Nuaimiya, Ajman","ajm3, ajm 3, al nuaimiya 3, nuaimiya 3, abujemeza3, abu jemeza 3, ajm nuaimiya 3, nuaimiya building 3, ajm bldg 3, abujemeza bldg 3, alnuaimiya 3, nuaimeya 3, nuaimia 3, ajm nuaimeya 3, bldg 3 ajman, nuaimiya bldg 3, abujameza 3, abujumaisa 3, ajm building 3"
Abu Shagara building,subcommunity,"Abu shagara, Sharjah","abu shag, abushagara, abu shagara bldg, abushag, abu shagra, abu shagara sharjah, sharjah abu shagara, abushagara sharjah, abu shagarah, abushag bldg, abushag sharjah, abu shagra bldg"
AC Domus,subcommunity,"Jumeirah Village Circle, Dubai","ac, acd, acdomus, acjvc, jvcac, jvcacdomus, ac domus jvc, acdomusjvc, ac-domus, acd jvc, ac dmus, ac doms, acdms, ac domuss, acc domus"
Acacia Avenues,subcommunity,"Al Sufouh, Dubai","acacia, acacias, acacia ave, acaci-a, acassia, acasia, acasias, accasia, accacia, alcacia, alsufouh acacia, acacia alsufouh, acaciaavenues, acaciaave"
Academy Zone,subcommunity,"RAK FTZ, Ras Al Khaimah","acad zone, acadzone, rak acad, rak acad zone, academic zone, acadamy zone, academyzone, rakftz acad, rakftz academy, acad zne, academy zne, acadmey zone, acadamyzone, rak academy zone"
ACES Chateau,subcommunity,"Jumeirah Village Circle, Dubai","aces, aces chateau jvc, aces jvc, aces chateu, aces chateau jumeirah village circle, aceschateau, aceschateaujvc, jvc aces chateau, jvc aces, aces chatue, aces chato, aceschato, aces cht, aces chateau dxb, aceschateau dubai"
ACICO Business Park,subcommunity,"Deira, Dubai","acico, acico park, acico business, acico b p, acico bp, acico deira, deira acico, acico business park deira, acico deira park, acicoo, acico bus park, acico bpark, acicobp, acicobusinesspark, acicobusiness, acico dubai"
AD 3,subcommunity,"Al Raha Beach, Abu Dhabi","al raha 3, ad3, alraha3, raha 3, al raha beach 3, alrahabeach3, al raha phase 3, raha beach 3, ad three, al raha sub 3, alraha phase 3, alrahabeach 3, ar 3, ar3, al raha b 3"
AD One Tower,subcommunity,"Capital Centre, Abu Dhabi","ad1, ad one, ad1 tower, adonetower, adone, cap centre ad one, capital centre ad1, ad one capital centre, ad1 capital centre, adone capital centre, ad 1, ad-one, adone tower, ad1t, ad1twr"
AD1 Building,subcommunity,"Muroor Area, Abu Dhabi","ad1, ad1 bldg, ad 1, ad1 muroor, muroor ad1, ad1muroor, ad1building, ad1bldg, ad-1, ad1 abu dhabi, ad1 abudhabi"
Adagio Aparthotel Dubai,subcommunity,"Deira, Dubai","adagio deira, adagio hotel deira, adagio, adagio dxb, adagio deira hotel, adagioaparthotel, adagio aparthotel, adagio deira apartments, adagiohotel, adagio ap, adagio dxb deira, deira adagio, adjio deira, adajio deira, adagio aparthotel dxb"
Adagio Jumeirah Village Triangle,subcommunity,"Jumeirah Village Triangle, Dubai","adagio jvt, jvt adagio, adagio jumeirah village, adagio jumeirah triangle, adj jvt, adagio jvt dubai, adagio jumeirahvilletriangle, adagio jvt res, adagio jumeirah village tri, adagio jumeirah vill triangle, adagio jvt apts, adaggio jvt, adagio jvt building, adagio jvt residential, adgio jvt, adagio jvt uae, adagio jv triangle"
Adagio Premium The Palm,subcommunity,"Palm Jumeirah, Dubai","adagio palm, adagio the palm, adagio palm jumeirah, adagio premium palm, adagiopremum, adagiopalm, adagio, palm adagio, adagio premium, adagio thepalm, adagio pjm, adagio palm jmr, adagio palm jumeira, adagio prem the palm, adagio prem palm, adagoi palm, adagio premum palm, adagio premum, adagio palm jumeriah, adagio premium jumeirah"
Adaire 1,subcommunity,"Al Satwa, Dubai","adaire1, adaire 1 satwa, satwa adaire, adaire one, adair 1, adair one, adaire1 satwa, adaire1stwa, adaire1st, adaire, adaire1 dxb, adaire one satwa"
Adaire 2,subcommunity,"Al Satwa, Dubai","adaire2, adr 2, adr2, satwa adaire, adaire satwa, adire 2, adaireii, adireii, adr satwa, adairetwo, satwa adaire 2"
ADAMAS,subcommunity,"Dubai Silicon Oasis, Dubai","adms, adms sil, adams oasis, adams dso, adams silicon, adams, dso adams, sil adams, adams-oas, adamsos, adamsos-dso, adms-dso"
Addax Park Tower,subcommunity,"Al Reem Island, Abu Dhabi","addax, addax tower, addax reem, addax island, addax park, adx tower, adx reem, addax al reem, addaxreem, addxtower, adxtower, addax prk, adax, adax tower, adax reem, adaxx, addaxx, reem addax, al reem addax, addax abudhabi"
Addiyar Building,subcommunity,"Sheikh Zayed Road, Dubai","addiyar, addiyar bldg, adiyar, adiyar bldg, addiyar szr, addiyar sheikh zayed, szr addiyar, addiyarbuilding, adiyarbuilding, addyar, addiyar blg, addiyar rez, addiyar residence, addiyar dubai"
Address Harbour Point,subcommunity,"Dubai Creek Harbour (The Lagoons), Dubai","address harbour, ahp, address harbor point, address creek harbour, dch address, add harbour point, address harboupoint, address harbr point, address harbor, address point, ahp creek, address harbourpoint, addressharbourpoint, addressharborpoint, address point creek, creek address harbour point, ahp dubai, address hp, addressharbour, addressharbor"
Address Residences,subcommunity,"Al Marjan Island, Ras Al Khaimah","addr residences, address rak, address marjan, addr marjan, addres residences, address res, adr residences, address island, address marjan island, addressresidences, addrresidences, addresss residences, addresss res, addr rk, marjan address, marjan address residences, rak address, addressres, address rk"
Address Residences Dubai Creek Harbour,subcommunity,"Dubai Creek Harbour (The Lagoons), Dubai","address creek, addr creek, creek harbour address, address dch, dch address, addres creek harbour, address harbour, creek address, address residences dch, address creek hbr, address creek harbor, addresss creek, addresscreek, addr creek harbour, address dch residence, creek address residences, address dch residencies, address creek hrb, address ch, address creekharbour"
Adeba Azizi,subcommunity,"Al Jaddaf, Dubai","adeba, azizi al jaddaf, azizi adeba, al jaddaf azizi, adeba jaddaf, adba azizi, azzi adeba, azizi adba, adeba azz, adebazizi, aziziadeba, aljaddaf adeba, adeba in al jaddaf, adeba aljaddaf, azizi adebba, adeba azizi jaddaf"
Adel Al Hussaini Building,subcommunity,"Dubai Media City, Dubai","adel building, adel hussaini, adel hussaini bldg, adel al hussaini bldg, adelhussaini, adel hussaini media city, dmc adel building, adel hussaini dmc, adel husseini, adel hussaini blg, adel hussainy, adel al husseini, adel hussaini building dmc, adel hussani, adel hussaini mediacity"
Adhara Star,subcommunity,"Arjan, Dubai","adhara, adhara star arjan, arjan adhara, adhara arjan, adara star, adhara str, adharastar, adarastar, adhara st, adharast, adhara arj, adhastra, adhara star dubai, adhara stars, adharaa star, adhara star project"
ADIB Building,subcommunity,"Green Belt, Umm Al Quwain","adib, adib bldg, adib green belt, green belt adib, adib uaq, adib greenbelt, adib bldng, adeeb building, adeeb bldg, adib ual quwain, adib building uaq"
ADIB Building,subcommunity,"Madinat Zayed, Abu Dhabi","adib bldg, adib, adib building madinat zayed, madinat zayed adib, adib mz, adib madinat zayed, adib bld, adib building mz, adibblg, adibbldg, adib bldg mz, adib madinat, adibmzy, adib bldng"
ADIB Building,subcommunity,"Sheikh Hamad Bin Abdullah St., Fujairah","adib bldg, adib build, adib fuj, adib fujairah, adib building fujairah, adib, adib st, adib bld, adibbldg, adibfuj, adibst, sheikh hamad adib, adib sheikh hamad, adib fujairah building, adib bldg fuj, adib bldg fujairah, adib build fuj"
Adore,subcommunity,"Jumeirah Village Circle, Dubai","adore jvc, jvc adore, adorejvc, adoor, ador, adr, adre, jvc adr, jvc-adore, adore jumeirah village circle, adore circle"
Adria Villas,subcommunity,"Damac Hills 2, Dubai","adria, adria d2, adria dh2, adria damac, adria damac hills 2, adria villas d2, adria villas dh2, adria v, adria vls, adria vill, adria vllas, adria villa, adria vils, adria dh, d2 adria, dh2 adria, adriavillas, adriavilla, adriadh2, adriad2, adriavills, adriavillasd2, adriavillasdh2"
Aeon,subcommunity,"Dubai Creek Harbour (The Lagoons), Dubai","aon, aeon dch, dch aeon, aeon creek, creek aeon, aeon lagoons, aone, aeon dxb, aeon dubaicreek, aeoncreek, aeonlagoon, aen, dch aon, lagoons aeon"
Aeternitas Tower,subcommunity,"Dubai Marina, Dubai","aeternitas, aeternitas marina, aeternitas tower marina, aeternitas twr, aeternitas mrna, aeternitas dubaimarina, aeternitas tower dubai, aeternitasmarina, aeternitas dubai, aeternitas twr marina, aeternitas dm, aeternitas m, aeternitastower, aternitas, aeternitas dwc, aeternitas tower dxb"
AG 03,subcommunity,"Dubai South (Dubai World Central), Dubai","ag03, ag-03, ag 3, ag3, ag-3, ag three, agthree, ag, ag south, ag south 03, ag dwc, ag dwc 03, dubai south ag 03, dubaisouth ag03, dwa ag03, ag03 dubai south, ag03dwc, ag03 dwc"
AG 11,subcommunity,"Dubai South (Dubai World Central), Dubai","ag11, ageleven, ag eleven, ag11 dubai south, ag 11 dubai south, ag-11, ag11 dwc, ag 11 dwc, agdwc, ag11d, ag 11 d, ag south, ag south 11, ag eleven dubai south, a g 11, ag11 dubaisouth, ag11dubaisouth"
AG 31,subcommunity,"Dubai South (Dubai World Central), Dubai","ag31, ag-31, ag thirty one, ag 31 dubai south, ag31 dubai south, ag south, ag 31 dwc, ag31 dwc, ag31dwc, ag 31 location, ag thirtyone"
AG 7even,subcommunity,"Dubai Residence Complex, Dubai","ag7, ag7even, ag 7, ag seven, ag7 residence, ag7 drc, ag7 dubai residence complex, ag-7, ag7complex, agseven, ag seven drc, ag 7 complex, ag7dev, ag 7ven, ag-7even, ag7drc, ag res complex, ag 7 residence"
AG 9ine,subcommunity,"Dubai Residence Complex, Dubai","ag9, ag9ine, ag nine, ag9 drc, ag9 dubairec, ag9 residence complex, ag9ine drc, ag9ine dubairec, ag9ine residence complex, ag 9 residence, ag9ine residence, ag 9 residence complex, ag9ine dubai residence, ag9 dubairesidence, ag9inedrc, ag9drc, agnine, agnine drc, ag nine drc, ag nine residence, ag9ine dubai residence complex"
AG Central,subcommunity,"Dubai Residence Complex, Dubai","agc, agc dubai, agc drc, agc drc dubai, ag central drc, agcental, ag cental, agc residential complex, drc agc, dubai residence complex agc, agc dxb, ag complex"
AG Residence,subcommunity,"Jumeirah Village Circle, Dubai","agres, ag residence jvc, agresidence, jvc ag, ag residence dubai, ag resid, ag res, ag res jvc, agres jvc, ag residencee, ag residance, ag resdence, ag residence jumeriah village circle, ag residence jvc dubai, ag residencee jvc, agresdence, agresidencejvc"
AG Square,subcommunity,"Dubai Residence Complex, Dubai","ags, ag sq, ags square, agsq, ags q, ag residence, ag residence complex, drc ag, drc ag square, ag square drc, ag square dubailand, ags drc, ags dubai residence complex, agsq drc, agsque, agsquar, agsqr, agsqare, agsquare"
AG Tower,subcommunity,"Business Bay, Dubai","agt, agt business bay, agtower, ag, ag bay, ag bbay, ag busbay, agt bbay, agt busbay, ag tnr, agtwr, agt tower, agt businessbay, ag tower business bay"
AGH Villas,subcommunity,"Al Rashidiya, Dubai","agh, aghv, al rashidiya villas, rashidiya villas, rashidiya agh, agh villas rashidiya, alrashidiya agh, aghvillas, aghvillasrashidiya, aghvilla, agh vill, al rashidiya agh villas, rashidiya villas agh"
Ahad Residences,subcommunity,"Business Bay, Dubai","ahad, ahad res, ahad resid, ahad resi, ahad residence, ahad residencies, ahad bb, ahad business bay, business bay ahad, ahadres, ahadresidences, ahed, ahadreidence, ahad residnces, ahadresidency, ahad resd"
Ahmed Al Abdulla Residence,subcommunity,"Arjan, Dubai","ahmed al abdulla, aaa residence, aaa, ahmed residence, ahmedalabdulla, ahmedalabdulla residence, arjan ahmed al abdulla, ahmed al abdullah, ahmed alabdulla, ahmed alabdula, ahmed al abudlla, aaa arjan, arjan aaa, ahmed al abdulla arjan, aa residence, ahmedabdulla, ahmedalabdula, ahmedalabdula residence"
AHMED AL ABDULLA WAQF Building 2,subcommunity,"Al Badaa, Dubai","aa waqf bldg 2, aa waqf 2, ahmed abdulla waqf 2, al badaa waqf 2, waqf bldg al badaa, aawaqf2, aa waqf building 2, ahmed al abdullah waqf 2, al badad waqf 2, aawaqf building 2, ahmed alabdulla 2, waqf 2 al badaa, al badaa aa waqf, aa waqf b2, ahmed al abdula waqf 2"
Aida Tower 1,subcommunity,"Al Nuaimiya, Ajman","aida1, aida tower, aida t1, aida ajman, nuaimiya aida, aida nuaimiya, aidatwr1, aida1ajman, aida1 ajman, aida t 1, aidaa, ayda tower, ayda 1, aida t-1, aida-1, aida twr 1"
Aida Tower 2,subcommunity,"Al Nuaimiya, Ajman","aida 2, aida t2, aida twr 2, aida tower two, nuaimiya aida 2, al nuaimiya aida, aida nuaimiya, aidatower2, aida2ajman, aida t-2, aida twr2, aidaa 2, aidatowerii, alnuaimiya aida, aida 2 ajman"
Ain Ajman Tower,subcommunity,"Ain Ajman, Ajman","ain ajman, ajman tower, ainajman, ainajmantower, ajmantower, ain ajman twn, ain ajmn, an ajman, ain ajmen, ainajmn, ain ajman twr, ajman ain tower"
Ain Al Maha,subcommunity,"Al Jubail Island, Abu Dhabi","ainalmaha, aamah, jubail ain al maha, al jubail ain al maha, ain almaha, ainalmha, ain al mha, aljubail ain al maha, ain al maha island"
Aire Dubai,subcommunity,"Sheikh Zayed Road, Dubai","aire, aire szr, aire dubai szr, aire-dubai, airedxb, airedubai, aire on szr, aire by alc, aire alc, airetower, aire s z r, aire sheikh zayed, aire res, aire residencies, air dubai, airee dubai, airee, are dubai, aire dbx"
Airport Road Area,subcommunity,"Al Garhoud, Dubai","airport rd, airport road, apt rd, apt road, al garhoud airport rd, garhoud airport rd, airportroad, arpt rd, arpt road, al garhoud rd, garhoud rd, garhoud airport, airportrd, algerhoud airport, airport rod, aird rd, arptroad"
Ajmal Makan City,subcommunity,"Sharjah Waterfront City, Sharjah","ajmalmakan, ajmalmakan city, amc, amc sharjah, sharjah waterfront city ajmal, waterfront city ajmal, ajmal city, ajmalmakan city sharjah, ajmalmakan wfc, ajmal makan, swc ajmal makan, ajmalmakanwaterfront, ajmalmakancity, ajmalcity sharjah, swc ajmal"
Ajmal Sarah Tower,subcommunity,"Dubai Residence Complex, Dubai","ajmal sarah, ajmal sarah twr, ajmal sarah bldg, ajmal sarah drc, drc ajmal sarah, ajmal sarah dubai residence complex, as tower, as twr, ajmalsarah, ajmalsarahtower, ajmal sarra, ajmal sara, ajmal sarah tower drc, ajmalsarahdrc"
Ajman Boulevard,subcommunity,"Ajman Uptown, Ajman","ajman blvd, ajmanuptown blvd, ajmanuptown boulevard, ajman uptown blvd, ajman uptwn blvd, ajman blvd ajman, ajmn blvd, ajmanbullevard, ajmanblvd, ajman blv, ajman bulvrd, ajmanboulevard"
Ajman Corniche Residences,subcommunity,"Ajman Corniche Road, Ajman","ajman corniche, acr, ajman corniche res, ajman corniche resid, ajman corniche resi, acr ajman, ajman corniche rd, ajman corniche residence, ajman corniche rd res, corniche res, corniche ajman, ajmancorniche, ajmancornicheresidences, ajmancornicheres, ajman cornish, ajman cornich, ajman cornice, acr residences, ajman corniche bldgs, ajman corniche property"
